服务器输出文件名	config_equip_base.xml	根名称	ability																																								
客户端输出文件名	config_equip_base.xml	项名称	equip_base																																								
装备类型id	名称	描述	主类型	要求等级	出售货币类型	出售货币数量	排序权重(大的排前面)	有效时间	标记	分组大小	职业要求	部位	资质	品质	阶	主属性类型	数值	武力	身手	内力	生命上限	生命回复	怒气上限	怒气回复	武攻	武防	内力	内防	暴击率:百份比	暴击伤害:百份比	格挡率:百份比	格挡值:百份比	闪避:百份比	命中:百份比	伤害减免:百份比	CD减免:百份比	近战减免:百份比	远程减免:百份比	击中生命回复	击杀怒气回复	装备图标名称	模型形象	模型发型
100310202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	9	0	3	1	8	0	3	1	2	107	68.25	0	0	0	0	0	0	0	68.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100310302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	9	0	3	1	8	0	3	1	3	107	136.5	0	0	0	0	0	0	0	136.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100310402	六合琴	无形之声，势不可挡	1	60	12	10	9	0	3	1	8	0	3	1	4	107	204.75	0	0	0	0	0	0	0	204.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100310502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	9	0	3	1	8	0	3	1	5	107	273	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100310602	破魔琴	没有破不掉的魔咒	1	100	12	10	9	0	3	1	8	0	3	1	6	107	341.25	0	0	0	0	0	0	0	341.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100310702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	9	0	3	1	8	0	3	1	7	107	409.5	0	0	0	0	0	0	0	409.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100310802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	9	0	3	1	8	0	3	1	8	107	477.75	0	0	0	0	0	0	0	477.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100310902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	9	0	3	1	8	0	3	1	9	107	546	0	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100311002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	9	0	3	1	8	0	3	1	10	107	614.25	0	0	0	0	0	0	0	614.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100311102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	9	0	3	1	8	0	3	1	11	107	682.5	0	0	0	0	0	0	0	682.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100120102	清风琴	微风中弹唱，清爽之极	1	10	12	10	8	0	3	1	8	0	1	2	1	107	19.5	0.6	0.24	0.66	0	0	0	0	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100120202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	8	0	3	1	8	0	1	2	2	107	39	1.2	0.48	1.32	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100120302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	8	0	3	1	8	0	1	2	3	107	78	2.4	0.96	2.64	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100120402	六合琴	无形之声，势不可挡	1	60	12	10	8	0	3	1	8	0	1	2	4	107	117	3.6	1.44	3.96	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100120502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	8	0	3	1	8	0	1	2	5	107	156	4.8	1.92	5.28	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100120602	破魔琴	没有破不掉的魔咒	1	100	12	10	8	0	3	1	8	0	1	2	6	107	195	6	2.4	6.6	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100120702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	8	0	3	1	8	0	1	2	7	107	234	7.2	2.88	7.92	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100120802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	8	0	3	1	8	0	1	2	8	107	273	8.4	3.36	9.24	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100120902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	8	0	3	1	8	0	1	2	9	107	312	9.6	3.84	10.56	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100121002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	8	0	3	1	8	0	1	2	10	107	351	10.8	4.32	11.88	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100121102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	8	0	3	1	8	0	1	2	11	107	390	12	4.8	13.2	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100220102	清风琴	微风中弹唱，清爽之极	1	10	12	10	8	0	3	1	8	0	2	2	1	107	27.3	0.6	0.78	0.66	0	0	0	0	27.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100220202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	8	0	3	1	8	0	2	2	2	107	54.6	1.2	1.56	1.32	0	0	0	0	54.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100220302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	8	0	3	1	8	0	2	2	3	107	109.2	2.4	3.12	2.64	0	0	0	0	109.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100220402	六合琴	无形之声，势不可挡	1	60	12	10	8	0	3	1	8	0	2	2	4	107	163.8	3.6	4.68	3.96	0	0	0	0	163.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100220502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	8	0	3	1	8	0	2	2	5	107	218.4	4.8	6.24	5.28	0	0	0	0	218.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100220602	破魔琴	没有破不掉的魔咒	1	100	12	10	8	0	3	1	8	0	2	2	6	107	273	6	7.8	6.6	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100220702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	8	0	3	1	8	0	2	2	7	107	327.6	7.2	9.36	7.92	0	0	0	0	327.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100220802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	8	0	3	1	8	0	2	2	8	107	382.2	8.4	10.92	9.24	0	0	0	0	382.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100220902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	8	0	3	1	8	0	2	2	9	107	436.8	9.6	12.48	10.56	0	0	0	0	436.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100221002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	8	0	3	1	8	0	2	2	10	107	491.4	10.8	14.04	11.88	0	0	0	0	491.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100221102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	8	0	3	1	8	0	2	2	11	107	546	12	15.6	13.2	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100320102	清风琴	微风中弹唱，清爽之极	1	10	12	10	8	0	3	1	8	0	3	2	1	107	39	0.6	0.96	0.66	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100320202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	8	0	3	1	8	0	3	2	2	107	78	1.2	1.92	1.32	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100320302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	8	0	3	1	8	0	3	2	3	107	156	2.4	3.84	2.64	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100320402	六合琴	无形之声，势不可挡	1	60	12	10	8	0	3	1	8	0	3	2	4	107	234	3.6	5.76	3.96	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100320502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	8	0	3	1	8	0	3	2	5	107	312	4.8	7.68	5.28	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100320602	破魔琴	没有破不掉的魔咒	1	100	12	10	8	0	3	1	8	0	3	2	6	107	390	6	9.6	6.6	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100320702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	8	0	3	1	8	0	3	2	7	107	468	7.2	11.52	7.92	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100320802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	8	0	3	1	8	0	3	2	8	107	546	8.4	13.44	9.24	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100320902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	8	0	3	1	8	0	3	2	9	107	624	9.6	15.36	10.56	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100321002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	8	0	3	1	8	0	3	2	10	107	702	10.8	17.28	11.88	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100321102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	8	0	3	1	8	0	3	2	11	107	780	12	19.2	13.2	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100130102	清风琴	微风中弹唱，清爽之极	1	10	12	10	7	0	3	1	8	0	1	3	1	107	21.9375	0.6	0.24	0.9	0	0	0	0	21.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100130202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	7	0	3	1	8	0	1	3	2	107	43.875	1.2	0.48	1.8	0	0	0	0	43.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100130302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	7	0	3	1	8	0	1	3	3	107	87.75	2.4	0.96	3.6	0	0	0	0	87.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100130402	六合琴	无形之声，势不可挡	1	60	12	10	7	0	3	1	8	0	1	3	4	107	131.625	3.6	1.44	5.4	0	0	0	0	131.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100130502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	7	0	3	1	8	0	1	3	5	107	175.5	4.8	1.92	7.2	0	0	0	0	175.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100130602	破魔琴	没有破不掉的魔咒	1	100	12	10	7	0	3	1	8	0	1	3	6	107	219.375	6	2.4	9	0	0	0	0	219.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100130702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	7	0	3	1	8	0	1	3	7	107	263.25	7.2	2.88	10.8	0	0	0	0	263.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100130802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	7	0	3	1	8	0	1	3	8	107	307.125	8.4	3.36	12.6	0	0	0	0	307.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100130902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	7	0	3	1	8	0	1	3	9	107	351	9.6	3.84	14.4	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100131002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	7	0	3	1	8	0	1	3	10	107	394.875	10.8	4.32	16.2	0	0	0	0	394.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100131102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	7	0	3	1	8	0	1	3	11	107	438.75	12	4.8	18	0	0	0	0	438.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100230102	清风琴	微风中弹唱，清爽之极	1	10	12	10	7	0	3	1	8	0	2	3	1	107	30.7125	0.6	0.78	0.9	0	0	0	0	30.7125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100230202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	7	0	3	1	8	0	2	3	2	107	61.425	1.2	1.56	1.8	0	0	0	0	61.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100230302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	7	0	3	1	8	0	2	3	3	107	122.85	2.4	3.12	3.6	0	0	0	0	122.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100230402	六合琴	无形之声，势不可挡	1	60	12	10	7	0	3	1	8	0	2	3	4	107	184.275	3.6	4.68	5.4	0	0	0	0	184.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100230502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	7	0	3	1	8	0	2	3	5	107	245.7	4.8	6.24	7.2	0	0	0	0	245.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100230602	破魔琴	没有破不掉的魔咒	1	100	12	10	7	0	3	1	8	0	2	3	6	107	307.125	6	7.8	9	0	0	0	0	307.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100230702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	7	0	3	1	8	0	2	3	7	107	368.55	7.2	9.36	10.8	0	0	0	0	368.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100230802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	7	0	3	1	8	0	2	3	8	107	429.975	8.4	10.92	12.6	0	0	0	0	429.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100230902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	7	0	3	1	8	0	2	3	9	107	491.4	9.6	12.48	14.4	0	0	0	0	491.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100231002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	7	0	3	1	8	0	2	3	10	107	552.825	10.8	14.04	16.2	0	0	0	0	552.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100231102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	7	0	3	1	8	0	2	3	11	107	614.25	12	15.6	18	0	0	0	0	614.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100330102	清风琴	微风中弹唱，清爽之极	1	10	12	10	7	0	3	1	8	0	3	3	1	107	43.875	0.6	0.96	0.9	0	0	0	0	43.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100330202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	7	0	3	1	8	0	3	3	2	107	87.75	1.2	1.92	1.8	0	0	0	0	87.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100330302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	7	0	3	1	8	0	3	3	3	107	175.5	2.4	3.84	3.6	0	0	0	0	175.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100330402	六合琴	无形之声，势不可挡	1	60	12	10	7	0	3	1	8	0	3	3	4	107	263.25	3.6	5.76	5.4	0	0	0	0	263.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100330502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	7	0	3	1	8	0	3	3	5	107	351	4.8	7.68	7.2	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100330602	破魔琴	没有破不掉的魔咒	1	100	12	10	7	0	3	1	8	0	3	3	6	107	438.75	6	9.6	9	0	0	0	0	438.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100330702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	7	0	3	1	8	0	3	3	7	107	526.5	7.2	11.52	10.8	0	0	0	0	526.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100330802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	7	0	3	1	8	0	3	3	8	107	614.25	8.4	13.44	12.6	0	0	0	0	614.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100330902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	7	0	3	1	8	0	3	3	9	107	702	9.6	15.36	14.4	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100331002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	7	0	3	1	8	0	3	3	10	107	789.75	10.8	17.28	16.2	0	0	0	0	789.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100331102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	7	0	3	1	8	0	3	3	11	107	877.5	12	19.2	18	0	0	0	0	877.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100140102	清风琴	微风中弹唱，清爽之极	1	10	12	10	6	0	3	1	8	0	1	4	1	107	24.375	0.6	0.24	0.36	0	0	0	0	24.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100140202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	6	0	3	1	8	0	1	4	2	107	48.75	1.2	0.48	0.72	0	0	0	0	48.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100140302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	6	0	3	1	8	0	1	4	3	107	97.5	2.4	0.96	1.44	0	0	0	0	97.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100140402	六合琴	无形之声，势不可挡	1	60	12	10	6	0	3	1	8	0	1	4	4	107	146.25	3.6	1.44	2.16	0	0	0	0	146.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100140502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	6	0	3	1	8	0	1	4	5	107	195	4.8	1.92	2.88	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100140602	破魔琴	没有破不掉的魔咒	1	100	12	10	6	0	3	1	8	0	1	4	6	107	243.75	6	2.4	3.6	0	0	0	0	243.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100140702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	6	0	3	1	8	0	1	4	7	107	292.5	7.2	2.88	4.32	0	0	0	0	292.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100140802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	6	0	3	1	8	0	1	4	8	107	341.25	8.4	3.36	5.04	0	0	0	0	341.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100140902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	6	0	3	1	8	0	1	4	9	107	390	9.6	3.84	5.76	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100141002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	6	0	3	1	8	0	1	4	10	107	438.75	10.8	4.32	6.48	0	0	0	0	438.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100141102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	6	0	3	1	8	0	1	4	11	107	487.5	12	4.8	7.2	0	0	0	0	487.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100240102	清风琴	微风中弹唱，清爽之极	1	10	12	10	6	0	3	1	8	0	2	4	1	107	34.125	0.6	0.78	0.36	0	0	0	0	34.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100240202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	6	0	3	1	8	0	2	4	2	107	68.25	1.2	1.56	0.72	0	0	0	0	68.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100240302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	6	0	3	1	8	0	2	4	3	107	136.5	2.4	3.12	1.44	0	0	0	0	136.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100240402	六合琴	无形之声，势不可挡	1	60	12	10	6	0	3	1	8	0	2	4	4	107	204.75	3.6	4.68	2.16	0	0	0	0	204.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100240502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	6	0	3	1	8	0	2	4	5	107	273	4.8	6.24	2.88	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100240602	破魔琴	没有破不掉的魔咒	1	100	12	10	6	0	3	1	8	0	2	4	6	107	341.25	6	7.8	3.6	0	0	0	0	341.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100240702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	6	0	3	1	8	0	2	4	7	107	409.5	7.2	9.36	4.32	0	0	0	0	409.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100240802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	6	0	3	1	8	0	2	4	8	107	477.75	8.4	10.92	5.04	0	0	0	0	477.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100240902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	6	0	3	1	8	0	2	4	9	107	546	9.6	12.48	5.76	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100241002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	6	0	3	1	8	0	2	4	10	107	614.25	10.8	14.04	6.48	0	0	0	0	614.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100241102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	6	0	3	1	8	0	2	4	11	107	682.5	12	15.6	7.2	0	0	0	0	682.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100340102	清风琴	微风中弹唱，清爽之极	1	10	12	10	6	0	3	1	8	0	3	4	1	107	48.75	0.6	0.96	0.36	0	0	0	0	48.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100340202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	6	0	3	1	8	0	3	4	2	107	97.5	1.2	1.92	0.72	0	0	0	0	97.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100340302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	6	0	3	1	8	0	3	4	3	107	195	2.4	3.84	1.44	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100340402	六合琴	无形之声，势不可挡	1	60	12	10	6	0	3	1	8	0	3	4	4	107	292.5	3.6	5.76	2.16	0	0	0	0	292.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100340502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	6	0	3	1	8	0	3	4	5	107	390	4.8	7.68	2.88	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100340602	破魔琴	没有破不掉的魔咒	1	100	12	10	6	0	3	1	8	0	3	4	6	107	487.5	6	9.6	3.6	0	0	0	0	487.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100340702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	6	0	3	1	8	0	3	4	7	107	585	7.2	11.52	4.32	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100340802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	6	0	3	1	8	0	3	4	8	107	682.5	8.4	13.44	5.04	0	0	0	0	682.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100340902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	6	0	3	1	8	0	3	4	9	107	780	9.6	15.36	5.76	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100341002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	6	0	3	1	8	0	3	4	10	107	877.5	10.8	17.28	6.48	0	0	0	0	877.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
100341102	生死神琴	一切生死，都在此琴中操控	1	200	12	10	6	0	3	1	8	0	3	4	11	107	975	12	19.2	7.2	0	0	0	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
100150102	清风琴	微风中弹唱，清爽之极	1	10	12	10	5	0	3	1	8	0	1	5	1	107	26.8125	0.6	0.24	0.9	0	0	0	0	26.8125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
100150202	悲喜琴	操纵人的情操，可善可恶	1	20	12	10	5	0	3	1	8	0	1	5	2	107	53.625	1.2	0.48	1.8	0	0	0	0	53.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0
100150302	八卦琴	阵法中核心的古琴，配合起来威力无比	1	40	12	10	5	0	3	1	8	0	1	5	3	107	107.25	2.4	0.96	3.6	0	0	0	0	107.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
100150402	六合琴	无形之声，势不可挡	1	60	12	10	5	0	3	1	8	0	1	5	4	107	160.875	3.6	1.44	5.4	0	0	0	0	160.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
100150502	乱神琴	琴声一出，神魔全将操控	1	80	12	10	5	0	3	1	8	0	1	5	5	107	214.5	4.8	1.92	7.2	0	0	0	0	214.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
100150602	破魔琴	没有破不掉的魔咒	1	100	12	10	5	0	3	1	8	0	1	5	6	107	268.125	6	2.4	9	0	0	0	0	268.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
100150702	星耀琴	传说是从星辰中孕育而成	1	120	12	10	5	0	3	1	8	0	1	5	7	107	321.75	7.2	2.88	10.8	0	0	0	0	321.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0
100150802	天阳琴	太阳中炼化而成的神琴	1	140	12	10	5	0	3	1	8	0	1	5	8	107	375.375	8.4	3.36	12.6	0	0	0	0	375.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
100150902	风冥琴	冥界至尊宝琴，威力无比	1	160	12	10	5	0	3	1	8	0	1	5	9	107	429	9.6	3.84	14.4	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
100151002	灭世琴	此琴的声音能够毁灭万物	1	180	12	10	5	0	3	1	8	0	1	5	10	107	482.625	10.8	4.32	16.2	0	0	0	0	482.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
